Gender,Age,Height,Weight,Calories,BMI,,,,,,
female,21.0,168,68,21,24.28,,,,,,
male,51.1,182,88,32,26.60,,,,,,
female,29.6,171,65,87,22.12,,,,,,
female,28.0,179,76,107,23.79,,,,,,
male,29.5,184,93,5,27.46,,,,,,
male,42.2,174,74,64,24.27,,,,,,
male,40.9,192,91,31,24.52,,,,,,
female,36.1,158,53,170,21.15,,,,,,
male,30.5,172,72,10,24.52,,,,,,
male,42.4,211,106,90,23.81,,,,,,
female,56.5,160,60,122,23.48,,,,,,
male,61.5,168,70,39,24.67,,,,,,
female,20.1,157,60,27,24.26,,,,,,
male,25.0,186,91,29,26.29,,,,,,
male,71.3,178,79,205,24.85,,,,,,
male,53.8,203,104,105,25.36,,,,,,
male,68.6,202,103,158,25.31,,,,,,
female,24.8,172,65,18,22.21,,,,,,
female,47.2,141,49,60,24.46,,,,,,
female,25.9,172,69,54,23.46,,,,,,
female,31.2,153,57,97,24.34,,,,,,
female,23.4,178,71,105,22.63,,,,,,
male,25.2,203,105,208,25.35,,,,,,
female,78.4,156,55,85,22.40,,,,,,
male,33.3,177,74,41,23.77,,,,,,
female,35.6,188,77,67,21.91,,,,,,
female,27.3,156,52,96,21.29,,,,,,
female,54.0,161,61,112,23.71,,,,,,
male,21.8,197,100,90,25.80,,,,,,
female,71.8,169,64,165,22.36,,,,,,
male,43.1,184,85,164,25.08,,,,,,
female,53.3,169,67,96,23.20,,,,,,
female,51.5,175,66,12,21.53,,,,,,
female,24.5,179,80,68,25.10,,,,,,
male,71.0,182,85,265,25.62,,,,,,
female,34.6,143,51,50,24.87,,,,,,
female,73.0,150,54,107,24.20,,,,,,
male,26.6,165,68,125,25.04,,,,,,
female,47.4,165,60,193,22.11,,,,,,
female,41.1,172,71,130,23.95,,,,,,
male,70.7,183,85,57,25.47,,,,,,
female,42.9,181,76,219,23.42,,,,,,
male,78.5,194,105,154,27.95,,,,,,
male,27.6,177,87,189,27.61,,,,,,
male,25.0,201,96,137,23.88,,,,,,
female,42.3,174,70,17,22.89,,,,,,
male,42.3,175,74,20,24.26,,,,,,
female,30.2,178,75,46,23.73,,,,,,
male,49.8,179,85,111,26.49,,,,,,
female,39.7,165,63,158,22.99,,,,,,
male,30.8,195,91,86,23.90,,,,,,
male,28.4,198,99,57,25.33,,,,,,
female,46.0,167,63,18,22.48,,,,,,
female,32.8,181,74,99,22.52,,,,,,
female,50.3,177,79,99,25.42,,,,,,
female,22.7,166,63,138,22.74,,,,,,
female,69.3,155,60,75,24.98,,,,,,
female,46.8,156,56,158,22.92,,,,,,
female,24.3,152,52,28,22.39,,,,,,
female,63.0,165,62,176,22.65,,,,,,
male,72.9,187,89,165,25.41,,,,,,
male,48.3,181,87,142,26.28,,,,,,
male,20.4,187,85,9,24.44,,,,,,
female,42.7,165,61,216,22.46,,,,,,
female,20.4,158,58,6,23.25,,,,,,
female,35.4,158,55,55,22.13,,,,,,
male,31.5,185,90,103,26.30,,,,,,
male,68.4,200,103,69,25.74,,,,,,
female,26.9,172,67,65,22.52,,,,,,
male,24.7,177,74,35,23.46,,,,,,
male,47.9,194,96,14,25.39,,,,,,
male,22.8,174,77,172,25.54,,,,,,
male,24.0,177,76,12,24.23,,,,,,
male,51.1,197,95,116,24.46,,,,,,
male,27.9,171,71,178,24.37,,,,,,
female,23.3,185,83,98,24.50,,,,,,
female,31.8,169,72,141,25.41,,,,,,
male,22.6,180,84,155,26.12,,,,,,
female,31.9,169,61,171,21.34,,,,,,
male,34.9,173,73,50,24.29,,,,,,
female,69.6,166,63,98,22.95,,,,,,
female,49.0,154,55,18,23.41,,,,,,
female,45.6,166,71,138,25.63,,,,,,
female,48.5,166,66,38,24.01,,,,,,
female,44.7,151,53,54,23.11,,,,,,
male,72.0,193,93,109,24.84,,,,,,
male,52.4,187,90,61,25.72,,,,,,
male,34.6,179,81,27,25.28,,,,,,
female,39.6,156,54,9,21.93,,,,,,
female,78.8,161,63,189,24.53,,,,,,
male,24.6,199,101,11,25.60,,,,,,
male,26.9,188,94,140,26.44,,,,,,
female,28.3,161,59,56,22.83,,,,,,
male,51.4,172,81,153,27.48,,,,,,
female,40.3,156,60,18,24.84,,,,,,
female,38.2,143,49,27,24.12,,,,,,
male,23.9,190,94,180,25.97,,,,,,
male,72.4,196,97,117,25.25,,,,,,
female,34.2,164,68,32,25.21,,,,,,
male,39.4,190,91,203,25.06,,,,,,
male,28.6,208,100,27,23.13,,,,,,
female,72.6,160,65,44,25.11,,,,,,
female,27.3,165,59,85,21.44,,,,,,
female,27.3,166,63,62,22.80,,,,,,
female,28.5,172,71,42,24.03,,,,,,
male,20.5,165,71,20,26.30,,,,,,
male,42.4,181,79,131,24.05,,,,,,
male,57.5,183,85,17,25.28,,,,,,
female,56.4,174,71,112,23.47,,,,,,
female,61.2,176,73,83,23.57,,,,,,
female,61.9,177,74,85,23.60,,,,,,
male,23.2,196,95,11,24.93,,,,,,
female,24.6,144,46,156,22.06,,,,,,
male,67.3,186,94,94,27.19,,,,,,
female,30.0,151,50,23,21.99,,,,,,
female,68.1,176,80,11,25.80,,,,,,
male,35.6,172,79,65,26.67,,,,,,
female,53.9,174,76,70,25.21,,,,,,
male,21.3,168,70,122,24.94,,,,,,
male,22.5,194,92,40,24.34,,,,,,
male,30.8,189,86,43,24.06,,,,,,
female,26.5,162,56,57,21.39,,,,,,
female,36.1,168,67,8,23.80,,,,,,
male,27.5,204,109,71,26.28,,,,,,
male,70.9,189,89,216,24.83,,,,,,
female,44.8,185,87,145,25.52,,,,,,
male,31.1,196,98,4,25.46,,,,,,
male,30.6,185,87,179,25.43,,,,,,
male,28.2,191,87,6,23.78,,,,,,
female,43.8,166,64,119,23.12,,,,,,
female,74.2,167,66,116,23.81,,,,,,
male,40.9,175,77,61,25.41,,,,,,
male,26.9,185,84,42,24.51,,,,,,
female,30.1,178,75,59,23.95,,,,,,
female,46.9,169,63,82,22.03,,,,,,
female,29.5,158,61,125,24.65,,,,,,
female,30.3,159,61,198,24.20,,,,,,
male,30.7,192,93,38,24.98,,,,,,
female,33.6,160,63,22,24.59,,,,,,
female,36.3,162,56,167,21.48,,,,,,
female,28.6,146,48,79,22.66,,,,,,
female,29.1,159,57,41,22.62,,,,,,
female,67.2,174,74,76,24.38,,,,,,
male,77.1,176,78,265,25.09,,,,,,
male,33.0,191,93,73,25.41,,,,,,
female,68.4,172,69,90,23.37,,,,,,
female,51.6,160,63,49,24.60,,,,,,
male,37.9,192,96,218,26.05,,,,,,
female,47.5,179,83,197,25.75,,,,,,
female,19.6,154,54,3,22.52,,,,,,
female,21.4,170,59,109,20.51,,,,,,
male,36.7,187,86,126,24.66,,,,,,
female,22.3,151,53,88,23.00,,,,,,
male,37.0,194,92,183,24.52,,,,,,
male,25.6,176,81,55,26.01,,,,,,
male,71.0,172,79,29,26.70,,,,,,
female,63.4,168,71,76,25.02,,,,,,
female,39.3,169,62,41,21.86,,,,,,
female,21.3,175,69,28,22.39,,,,,,
female,52.6,177,75,156,23.82,,,,,,
female,78.2,152,55,145,23.45,,,,,,
male,53.5,187,85,218,24.47,,,,,,
male,71.2,192,98,177,26.65,,,,,,
male,31.8,174,79,11,26.28,,,,,,
male,37.6,199,101,131,25.37,,,,,,
female,22.1,161,58,118,22.44,,,,,,
female,30.8,150,53,151,23.27,,,,,,
male,23.6,186,87,104,25.08,,,,,,
female,23.7,159,53,65,21.12,,,,,,
female,28.1,162,58,38,22.16,,,,,,
male,57.9,181,86,52,26.44,,,,,,
female,27.7,157,55,115,22.08,,,,,,
female,39.1,159,55,21,21.57,,,,,,
female,22.7,154,55,72,23.40,,,,,,
male,29.9,183,83,43,24.82,,,,,,
male,28.9,182,82,48,24.80,,,,,,
female,23.5,157,58,161,23.37,,,,,,
male,56.3,178,77,95,24.47,,,,,,
female,26.3,164,65,14,24.40,,,,,,
male,33.1,185,82,214,23.86,,,,,,
female,32.4,175,65,144,21.33,,,,,,
female,49.2,167,66,101,23.70,,,,,,
male,79.3,190,96,33,26.45,,,,,,
male,26.9,188,84,12,23.55,,,,,,
male,20.5,193,98,95,26.11,,,,,,
female,33.6,164,65,115,24.01,,,,,,
female,67.7,181,74,14,22.64,,,,,,
female,46.6,168,70,113,24.86,,,,,,
male,63.5,197,103,215,26.54,,,,,,
male,20.1,176,79,8,25.55,,,,,,
female,55.4,157,54,113,22.13,,,,,,
male,32.2,189,95,201,26.60,,,,,,
female,33.4,169,71,125,24.62,,,,,,
male,45.5,185,94,38,27.56,,,,,,
male,21.3,174,73,154,24.07,,,,,,
female,20.0,167,63,27,22.58,,,,,,
female,78.8,164,66,9,24.47,,,,,,
female,41.7,168,73,43,25.72,,,,,,
male,72.9,191,94,54,25.80,,,,,,
female,52.7,167,64,38,22.85,,,,,,
male,22.5,178,76,142,24.25,,,,,,
female,20.6,175,69,51,22.66,,,,,,
male,44.7,186,85,146,24.77,,,,,,
female,19.1,155,53,59,21.81,,,,,,
male,37.7,185,81,47,23.77,,,,,,
female,47.5,162,62,49,23.54,,,,,,
male,74.9,200,107,29,26.66,,,,,,
male,66.5,183,89,211,26.59,,,,,,
female,31.7,165,61,9,22.57,,,,,,
female,37.7,168,62,9,22.14,,,,,,
male,37.1,179,78,8,24.41,,,,,,
male,21.8,201,105,218,26.00,,,,,,
male,36.1,180,75,142,23.24,,,,,,
female,52.2,161,62,159,23.94,,,,,,
female,33.4,169,65,181,22.68,,,,,,
female,36.9,176,75,192,24.27,,,,,,
female,22.5,163,60,6,22.37,,,,,,
female,72.7,172,66,15,22.11,,,,,,
male,80.9,188,92,184,25.97,,,,,,
female,24.3,149,51,110,22.83,,,,,,
male,62.8,190,92,247,25.51,,,,,,
female,63.9,143,50,122,24.54,,,,,,
female,53.3,195,93,172,24.65,,,,,,
male,54.4,198,100,28,25.30,,,,,,
female,42.0,187,84,170,23.97,,,,,,
male,36.0,190,94,79,25.97,,,,,,
male,78.0,181,82,258,25.03,,,,,,
male,21.6,176,78,52,25.13,,,,,,
female,21.9,172,70,98,23.71,,,,,,
female,23.7,184,74,15,21.92,,,,,,
male,71.9,182,87,241,26.23,,,,,,
female,28.9,175,66,184,21.44,,,,,,
female,30.5,172,68,130,23.15,,,,,,
male,33.5,183,88,18,26.19,,,,,,
female,65.7,155,53,34,22.25,,,,,,
female,54.0,163,63,174,23.91,,,,,,
female,38.9,159,60,83,23.91,,,,,,
male,43.7,201,105,59,25.89,,,,,,
male,38.8,171,78,93,26.45,,,,,,
male,34.4,173,76,151,25.66,,,,,,
female,41.0,155,59,30,24.66,,,,,,
male,26.9,214,119,34,25.93,,,,,,
female,26.3,177,74,69,23.61,,,,,,
male,39.4,175,76,41,24.61,,,,,,
female,61.5,165,61,41,22.44,,,,,,
female,43.6,167,67,64,24.23,,,,,,
male,77.2,191,95,15,25.94,,,,,,
male,24.8,191,91,148,25.04,,,,,,
female,71.7,184,83,205,24.51,,,,,,
male,29.5,182,85,142,25.81,,,,,,
female,66.1,153,55,67,23.31,,,,,,
female,21.9,150,51,38,22.50,,,,,,
male,39.1,181,79,33,24.08,,,,,,
male,45.3,190,87,21,24.01,,,,,,
male,35.4,169,68,74,23.82,,,,,,
male,42.3,175,78,33,25.57,,,,,,
female,55.6,172,72,168,24.46,,,,,,
male,32.2,201,105,42,26.09,,,,,,
male,23.8,190,84,49,23.41,,,,,,
male,31.7,188,90,67,25.35,,,,,,
male,44.5,179,79,197,24.76,,,,,,
male,19.9,181,83,8,25.10,,,,,,
male,39.5,185,87,187,25.35,,,,,,
male,25.6,193,94,12,25.15,,,,,,
female,29.5,170,69,13,23.68,,,,,,
female,64.0,159,66,162,25.96,,,,,,
male,37.7,184,87,111,25.90,,,,,,
female,20.7,167,62,69,22.29,,,,,,
female,21.2,161,54,47,20.70,,,,,,
male,42.1,208,108,37,25.07,,,,,,
female,55.3,161,58,234,22.27,,,,,,
female,56.7,156,52,109,21.53,,,,,,
female,68.4,153,59,121,25.24,,,,,,
female,24.2,166,60,25,21.63,,,,,,
male,37.5,171,76,59,26.21,,,,,,
male,26.3,193,97,149,25.93,,,,,,
male,69.0,189,92,101,25.83,,,,,,
female,55.9,176,73,60,23.58,,,,,,
female,40.6,162,61,44,23.28,,,,,,
female,42.6,171,70,53,23.78,,,,,,
male,20.9,194,100,92,26.51,,,,,,
male,46.6,178,83,1,26.15,,,,,,
female,35.8,147,49,162,22.58,,,,,,
female,46.3,176,71,145,22.97,,,,,,
female,23.9,171,59,134,20.15,,,,,,
female,47.3,158,57,9,23.05,,,,,,
female,26.8,181,70,64,21.38,,,,,,
male,60.2,185,83,13,24.22,,,,,,
female,36.6,178,81,200,25.63,,,,,,
female,73.5,165,63,163,23.35,,,,,,
male,24.6,179,78,3,24.10,,,,,,
female,22.8,157,54,49,22.02,,,,,,
female,23.3,197,81,89,20.76,,,,,,
female,59.8,169,64,26,22.49,,,,,,
female,63.7,166,62,138,22.33,,,,,,
male,26.2,186,85,151,24.67,,,,,,
male,24.7,195,90,191,23.81,,,,,,
male,28.9,188,84,64,23.85,,,,,,
male,47.6,203,105,14,25.33,,,,,,
female,31.6,170,66,108,22.79,,,,,,
male,28.4,174,72,82,23.95,,,,,,
male,41.5,179,77,154,23.83,,,,,,
male,21.1,185,88,16,25.64,,,,,,
male,31.9,177,77,157,24.55,,,,,,
female,36.3,162,64,109,24.35,,,,,,
female,31.7,162,60,9,22.96,,,,,,
male,71.8,195,102,40,26.76,,,,,,
female,20.8,157,54,38,21.76,,,,,,
female,28.5,164,63,13,23.63,,,,,,
male,66.8,181,87,50,26.59,,,,,,
male,45.6,182,82,15,24.65,,,,,,
female,29.6,165,68,115,24.94,,,,,,
male,55.3,182,86,8,25.78,,,,,,
male,52.4,184,85,32,25.27,,,,,,
male,64.8,178,91,36,28.74,,,,,,
female,57.1,158,56,67,22.37,,,,,,
female,68.4,154,55,131,23.37,,,,,,
female,21.4,175,72,30,23.42,,,,,,
female,26.1,134,44,27,24.41,,,,,,
male,43.5,177,86,6,27.22,,,,,,
female,29.1,163,64,27,24.30,,,,,,
female,42.1,156,61,135,25.01,,,,,,
female,48.1,151,57,183,24.87,,,,,,
female,62.1,170,72,12,24.62,,,,,,
female,50.6,192,87,147,23.51,,,,,,
female,62.1,152,54,171,23.38,,,,,,
male,25.3,177,71,160,22.85,,,,,,
female,52.4,157,62,45,25.17,,,,,,
female,65.1,165,68,21,25.09,,,,,,
female,27.1,159,59,147,23.34,,,,,,
female,23.1,173,71,71,23.86,,,,,,
male,24.5,197,97,14,24.97,,,,,,
female,59.6,160,60,150,23.57,,,,,,
female,30.7,162,65,53,24.72,,,,,,
male,36.8,169,68,39,23.69,,,,,,
female,37.3,165,61,63,22.23,,,,,,
male,60.8,199,99,32,24.90,,,,,,
female,32.9,157,55,31,22.19,,,,,,
male,26.8,174,80,137,26.15,,,,,,
female,44.0,163,63,130,23.65,,,,,,
female,44.2,157,62,25,25.27,,,,,,
female,38.8,177,77,52,24.61,,,,,,
male,55.5,189,94,47,26.21,,,,,,
female,53.9,159,63,60,24.96,,,,,,
female,57.5,171,64,69,22.00,,,,,,
male,37.1,183,83,17,24.82,,,,,,
female,31.7,160,55,57,21.23,,,,,,
female,66.8,169,70,160,24.57,,,,,,
female,22.1,179,75,13,23.52,,,,,,
female,22.3,164,63,37,23.35,,,,,,
female,72.3,168,67,29,23.73,,,,,,
female,35.9,175,71,28,23.33,,,,,,
female,54.4,171,69,182,23.46,,,,,,
female,26.4,153,53,105,22.71,,,,,,
male,45.7,178,76,96,23.75,,,,,,
female,30.4,150,57,60,25.29,,,,,,
female,73.5,140,45,73,22.60,,,,,,
female,27.4,169,69,6,24.24,,,,,,
male,68.0,162,62,243,23.45,,,,,,
female,57.8,169,70,39,24.77,,,,,,
male,72.2,196,103,165,26.96,,,,,,
male,29.3,183,89,30,26.62,,,,,,
male,24.6,189,92,46,25.58,,,,,,
male,61.1,191,93,92,25.55,,,,,,
female,41.4,164,64,47,23.89,,,,,,
male,22.1,197,93,19,24.08,,,,,,
female,69.4,154,58,97,24.49,,,,,,
male,33.4,198,100,11,25.41,,,,,,
male,65.1,195,93,217,24.50,,,,,,
female,28.0,160,55,45,21.39,,,,,,
female,63.0,153,54,93,23.02,,,,,,
female,25.5,169,64,50,22.50,,,,,,
female,78.6,189,86,104,24.02,,,,,,
male,38.5,175,73,159,23.81,,,,,,
male,58.1,179,83,34,25.95,,,,,,
female,19.0,169,59,155,20.60,,,,,,
female,44.5,170,67,23,23.32,,,,,,
female,31.0,176,70,14,22.69,,,,,,
female,24.1,153,56,47,23.91,,,,,,
male,23.6,179,83,34,25.99,,,,,,
male,47.4,188,94,20,26.62,,,,,,
female,22.7,168,68,100,24.09,,,,,,
male,37.2,190,92,188,25.45,,,,,,
male,67.9,187,84,271,24.13,,,,,,
male,35.4,179,83,154,26.11,,,,,,
female,23.1,152,48,192,20.64,,,,,,
female,32.2,163,66,8,24.83,,,,,,
female,47.5,183,78,20,23.40,,,,,,
male,19.9,180,83,15,25.72,,,,,,
female,45.2,173,65,17,21.83,,,,,,
female,23.5,151,52,12,22.80,,,,,,
female,52.7,163,58,146,21.88,,,,,,
male,27.4,189,90,13,25.08,,,,,,
male,32.8,177,79,9,24.96,,,,,,
female,20.4,169,60,20,21.18,,,,,,
female,55.4,141,52,103,26.08,,,,,,
male,46.8,185,97,95,28.06,,,,,,
female,39.1,158,66,127,26.41,,,,,,
female,39.5,161,69,98,26.38,,,,,,
female,43.3,180,74,47,22.98,,,,,,
male,41.4,166,68,56,24.72,,,,,,
female,71.2,163,67,44,25.26,,,,,,
male,24.7,174,83,117,27.48,,,,,,
female,49.0,170,61,11,21.11,,,,,,
male,46.2,185,84,8,24.74,,,,,,
male,30.7,190,89,149,24.69,,,,,,
male,52.3,208,105,113,24.31,,,,,,
female,23.9,174,69,32,22.92,,,,,,
female,70.3,154,57,16,23.90,,,,,,
male,23.8,181,85,73,25.89,,,,,,
female,56.2,160,67,185,26.23,,,,,,
male,25.1,178,80,17,25.50,,,,,,
female,21.3,157,54,120,21.98,,,,,,
male,37.9,185,86,54,24.93,,,,,,
female,53.3,169,66,48,23.31,,,,,,
male,50.7,180,90,64,27.62,,,,,,
male,43.5,175,75,44,24.47,,,,,,
female,33.0,161,60,87,23.30,,,,,,
male,61.3,197,93,203,24.05,,,,,,
male,61.5,187,90,53,25.77,,,,,,
male,51.2,182,88,25,26.38,,,,,,
female,20.4,163,63,147,23.70,,,,,,
male,39.0,198,106,153,27.15,,,,,,
female,32.2,151,55,75,24.06,,,,,,
male,32.6,180,84,115,25.95,,,,,,
female,66.1,175,71,7,23.17,,,,,,
male,41.4,183,80,180,23.95,,,,,,
male,40.1,174,79,28,26.14,,,,,,
male,54.7,188,94,219,26.64,,,,,,
female,48.4,169,61,32,21.56,,,,,,
male,50.8,178,86,82,27.11,,,,,,
female,36.7,155,53,184,22.14,,,,,,
male,54.8,204,111,95,26.62,,,,,,
female,47.8,164,69,47,25.64,,,,,,
male,59.0,183,89,130,26.55,,,,,,
female,22.4,148,53,116,24.08,,,,,,
male,32.3,185,82,52,23.86,,,,,,
female,30.7,152,56,68,24.14,,,,,,
female,23.3,176,68,176,21.95,,,,,,
male,49.2,180,82,192,25.35,,,,,,
female,31.2,166,63,108,22.96,,,,,,
female,50.6,183,84,170,24.96,,,,,,
female,67.3,158,60,22,23.83,,,,,,
male,21.8,199,91,73,23.02,,,,,,
female,27.5,172,65,45,22.16,,,,,,
male,78.4,186,87,170,25.11,,,,,,
male,26.4,196,90,9,23.55,,,,,,
male,50.3,190,93,85,26.00,,,,,,
male,30.7,186,94,15,27.00,,,,,,
female,60.2,151,60,63,26.43,,,,,,
female,25.1,173,67,206,22.52,,,,,,
male,62.4,202,107,27,26.24,,,,,,
male,31.0,166,63,24,22.95,,,,,,
male,51.2,175,87,193,28.43,,,,,,
female,39.7,154,57,81,24.11,,,,,,
female,29.1,166,61,155,22.00,,,,,,
female,48.3,176,71,47,22.89,,,,,,
female,40.9,164,68,157,25.37,,,,,,
female,41.1,151,51,150,22.28,,,,,,
male,29.6,196,99,23,25.92,,,,,,
male,42.8,185,90,42,26.35,,,,,,
female,77.2,164,70,97,26.00,,,,,,
male,35.7,181,84,113,25.49,,,,,,
female,28.6,151,54,10,23.78,,,,,,
male,19.8,179,82,172,25.45,,,,,,
male,47.6,186,90,87,26.06,,,,,,
male,61.4,189,91,237,25.68,,,,,,
female,20.3,175,66,158,21.66,,,,,,
female,24.0,153,48,103,20.44,,,,,,
female,28.3,172,70,15,23.71,,,,,,
female,58.7,169,63,181,22.25,,,,,,
female,72.2,165,62,19,22.85,,,,,,
female,35.2,162,62,171,23.65,,,,,,
male,38.7,194,93,50,24.79,,,,,,
male,62.0,189,97,158,27.20,,,,,,
male,22.4,192,95,146,25.68,,,,,,
male,50.5,189,91,27,25.54,,,,,,
male,47.0,202,105,208,25.53,,,,,,
female,37.9,178,73,180,22.86,,,,,,
male,67.9,172,81,36,27.48,,,,,,
male,31.3,178,82,191,25.80,,,,,,
male,43.9,181,78,42,23.69,,,,,,
male,24.6,177,76,73,24.12,,,,,,
male,45.6,202,103,26,25.08,,,,,,
male,27.2,180,86,171,26.33,,,,,,
female,58.4,169,66,132,23.09,,,,,,
female,22.5,157,55,36,22.41,,,,,,
male,73.8,183,80,24,23.84,,,,,,
female,25.1,160,60,90,23.27,,,,,,
female,39.8,170,63,54,21.93,,,,,,
male,24.0,170,75,147,26.13,,,,,,
male,36.9,194,91,178,24.15,,,,,,
male,51.3,171,82,109,28.31,,,,,,
female,29.7,173,75,53,25.14,,,,,,
female,26.9,150,54,40,24.02,,,,,,
female,23.8,156,59,162,24.31,,,,,,
female,67.3,166,65,92,23.48,,,,,,
male,31.4,189,92,115,25.76,,,,,,
male,42.2,193,98,18,26.27,,,,,,
female,21.2,172,68,185,23.04,,,,,,
female,56.3,164,60,193,22.27,,,,,,
male,76.3,179,83,39,25.88,,,,,,
male,72.3,191,100,222,27.51,,,,,,
male,26.9,193,93,25,25.00,,,,,,
male,47.3,176,85,178,27.31,,,,,,
female,21.9,171,67,47,22.93,,,,,,
male,24.2,182,86,46,26.06,,,,,,
female,61.2,175,77,57,25.16,,,,,,
male,25.8,201,100,162,24.65,,,,,,
male,45.4,201,98,171,24.23,,,,,,
male,28.2,174,75,17,24.55,,,,,,
male,49.7,196,102,20,26.46,,,,,,
male,68.5,178,84,140,26.59,,,,,,
female,35.6,183,72,21,21.55,,,,,,
male,23.9,185,82,76,23.81,,,,,,
male,24.8,188,84,51,23.71,,,,,,
female,42.5,147,48,23,22.22,,,,,,
male,20.3,191,84,83,23.07,,,,,,
male,44.1,179,76,55,23.60,,,,,,
female,24.9,173,70,6,23.29,,,,,,
male,40.8,174,78,48,25.91,,,,,,
male,69.9,174,78,142,25.64,,,,,,
male,22.7,191,83,16,22.71,,,,,,
male,32.3,194,94,204,24.95,,,,,,
female,71.8,159,63,135,24.84,,,,,,
male,20.4,181,76,195,23.38,,,,,,
male,29.3,178,81,120,25.67,,,,,,
female,77.9,176,76,136,24.56,,,,,,
male,72.8,188,96,260,26.97,,,,,,
female,57.3,166,66,115,24.08,,,,,,
male,20.0,194,93,106,24.68,,,,,,
female,52.9,158,60,82,24.24,,,,,,
male,59.8,178,82,116,26.06,,,,,,
male,54.1,197,103,174,26.64,,,,,,
male,53.6,180,80,130,24.86,,,,,,
female,22.7,153,54,150,22.85,,,,,,
female,59.5,175,73,94,23.77,,,,,,
male,76.0,187,94,71,26.85,,,,,,
female,23.6,178,71,10,22.35,,,,,,
male,63.9,181,92,156,28.07,,,,,,
male,49.6,190,101,190,28.10,,,,,,
female,30.8,150,50,135,22.13,,,,,,
male,49.7,188,94,163,26.51,,,,,,
female,18.7,157,56,20,22.65,,,,,,
male,27.2,186,89,165,25.66,,,,,,
female,26.0,166,59,179,21.16,,,,,,
female,56.3,158,55,58,22.01,,,,,,
male,49.0,190,88,28,24.32,,,,,,
female,27.3,164,58,92,21.81,,,,,,
male,76.7,186,91,24,26.30,,,,,,
female,59.8,140,46,86,23.24,,,,,,
male,39.2,180,82,72,25.47,,,,,,
male,61.7,184,87,120,25.73,,,,,,
female,67.5,189,84,94,23.35,,,,,,
female,72.9,154,61,91,25.70,,,,,,
male,62.0,184,91,206,27.03,,,,,,
male,32.7,195,103,1,26.96,,,,,,
female,75.0,170,67,75,23.16,,,,,,
female,26.3,160,55,172,21.62,,,,,,
male,34.1,189,88,4,24.68,,,,,,
male,46.5,173,79,199,26.24,,,,,,
male,59.5,178,78,179,24.56,,,,,,
male,24.5,191,83,71,22.94,,,,,,
male,47.8,196,96,4,24.95,,,,,,
female,25.6,160,59,10,22.95,,,,,,
male,23.1,175,74,49,24.15,,,,,,
female,63.7,179,73,111,22.94,,,,,,
female,76.1,168,64,43,22.66,,,,,,
female,22.8,161,60,128,22.99,,,,,,
male,21.2,173,75,67,25.01,,,,,,
female,27.1,168,65,90,23.16,,,,,,
male,72.9,186,86,106,24.96,,,,,,
female,28.9,165,63,52,23.07,,,,,,
male,29.3,190,90,19,25.09,,,,,,
female,75.8,164,65,65,24.49,,,,,,
female,72.1,178,78,22,24.54,,,,,,
male,57.4,198,97,208,24.80,,,,,,
female,27.9,133,39,135,21.89,,,,,,
female,33.8,151,44,73,19.48,,,,,,
female,46.4,164,59,25,21.98,,,,,,
male,26.6,196,94,8,24.55,,,,,,
male,68.2,180,82,166,25.21,,,,,,
male,55.1,183,88,10,26.07,,,,,,
female,48.6,177,73,66,23.21,,,,,,
male,48.5,182,88,85,26.64,,,,,,
male,23.2,176,74,3,23.83,,,,,,
female,30.4,163,58,78,22.12,,,,,,
male,29.3,187,92,61,26.35,,,,,,
male,23.5,195,90,66,23.62,,,,,,
female,62.4,137,47,206,25.45,,,,,,
male,27.8,193,96,53,25.60,,,,,,
female,42.5,161,65,175,24.88,,,,,,
female,54.8,164,61,66,22.46,,,,,,
female,41.8,155,55,107,22.67,,,,,,
male,44.8,187,82,42,23.46,,,,,,
male,29.8,185,82,133,24.15,,,,,,
female,76.5,157,62,101,25.22,,,,,,
female,18.9,167,69,198,24.82,,,,,,
female,39.2,170,70,152,24.20,,,,,,
male,72.2,193,98,212,26.31,,,,,,
female,29.3,146,47,59,22.03,,,,,,
female,54.9,181,77,162,23.57,,,,,,
female,19.7,165,65,68,23.64,,,,,,
male,24.5,192,93,53,25.03,,,,,,
female,45.3,149,54,117,24.34,,,,,,
female,76.5,168,69,103,24.40,,,,,,
male,22.2,186,88,12,25.46,,,,,,
male,73.5,180,86,51,26.73,,,,,,
male,47.4,184,89,202,26.24,,,,,,
male,35.4,192,94,134,25.65,,,,,,
male,49.6,187,88,49,25.10,,,,,,
male,21.9,186,80,54,22.93,,,,,,
female,42.2,166,67,58,24.46,,,,,,
male,44.0,178,81,158,25.57,,,,,,
female,28.8,146,54,50,25.50,,,,,,
female,57.9,158,58,211,23.45,,,,,,
female,30.3,168,72,100,25.24,,,,,,
male,28.6,174,71,38,23.30,,,,,,
female,43.3,146,55,12,25.78,,,,,,
female,22.9,165,66,101,24.22,,,,,,
female,37.0,176,73,151,23.67,,,,,,
female,25.8,170,69,108,23.92,,,,,,
female,28.4,171,66,128,22.51,,,,,,
male,25.2,194,90,43,23.96,,,,,,
male,57.9,193,96,24,25.82,,,,,,
male,36.1,170,77,112,26.59,,,,,,
male,72.2,175,80,124,26.10,,,,,,
male,31.2,178,81,111,25.33,,,,,,
male,48.7,170,76,15,26.39,,,,,,
male,21.7,196,92,4,24.04,,,,,,
female,33.1,156,51,15,20.98,,,,,,
female,64.2,157,60,179,24.24,,,,,,
male,54.8,190,91,77,25.36,,,,,,
female,33.6,173,67,89,22.34,,,,,,
female,30.2,168,70,180,24.80,,,,,,
